,number,name,code
444,ARTSVIS 249S,The Photobook: History & Practice,[]
445,ARTSVIS326S,Film Animation Production,[]
446,VMS301A,The Business of Art and Media,[]
447,VMS302,Philosophy of Mind,[]
448,VMS303,"History of Photography, 1839 to the Present",[]
449,VMS303S,This Is Your Brain on the Internet,[]
450,VMS305S,Television Journalism,[]
451,VMS306S,Magazine Journalism,[]
452,VMS307S,News Writing and Reporting,[]
453,VMS308,Italian Cinema,[]
454,VMS310,World War II and French Film,[]
455,VMS311,Comics and Culture: Images of Modern France in the Making,[]
456,VMS312,Yesterday's Classics/Today's Movies,[]
457,VMS313,Contemporary Culture Wars,[]
458,VMS315SA,stARTup Project,[]
459,VMS316S,"Mexicana Throught from North and South: Writing, Art, Film",[]
460,VMS317S,Russian Language and Culture through Film,[]
461,VMS318,"Eastern Europe in Transition: Markets, Media, and the Mafia",[]
462,VMS319S,Russian Language and Culture through Film II,[]
463,VMS320A,Contemporary Russian Media,[]
464,VMS321,Contemporary Russian Culture: Detective Novels and Film,[]
465,VMS322,"Art and Dissidence: The Films of Tarkovsky, Kubrick, Kurosawa, and Lynch",[]
466,VMS325L,Optics and Photonics,[]
467,VMS326,Representing Slavery,[]
468,VMS327S,Theories of Visual and Media Studies,[]
469,VMS328S,Media Theory,[]
470,VMS329S,Non-Profit Cultural Institutions,[]
471,VMS330,Gender and Popular Culture,[]
472,VMS331S,Gender and Popular Culture,[]
473,ARTSVIS305L,Virtual Museums: Theories and Methods of 21st Century Museums,[]
474,VMS332S,American Independent Cinema,[]
475,VMS333S,Approaches to French Literature and Theory,[]
476,VMS334,Roman Spectacle,[]
477,VMS335,The Art of Medieval Southern Italy,[]
478,VMS336,Pilgrimage and Tourism,[]
479,VMS337,The History of Hip-Hop,[]
480,VMS338,Paris: A City and its Culture 1850 - 1930,[]
481,VMS342S,Islamic Media,[]
482,VMS343,Representing the Artist in Film and Popular Culture,[]
483,VMS344,Global Performance Art: History/Theory from 1950's to Present,[]
484,VMS345,Cultural History of the Televisual,[]
485,VMS346S,Visual Cultures of Medicine,[]
486,VMS347,Digital Perspectives: Navigating the Digital Visual,[]
487,VMS350S,The Photobook: History and Practice,[]
488,ARTSVIS352S,Documentary Publishing from Gutenberg to the Web: History and Practice,[]
489,VMS353,Michael Jackson and Performance of Blackness,[]
490,VMS354S,Poetic Cinema,[]
491,VMS355,"America Dreams, American Movies",[]
492,VMS355S,Foundations of Interactive Game Design,[]
493,VMS357S,Digital Storytelling,[]
494,VMS358S,Digital Durham,[]
495,VMS359,Introduction to Global Los Angeles: An Interdisciplinary Survey,[]
496,VMS360S,"A First Look at the History, Theory and Practice of Storytelling Using Steroscopic Motion Pictures",[]
497,VMS362S,16mm Film Production,[]
498,VMS366,Media Remix: Sampling Theory,[]
499,VMS371S,"Gender, Sexuality, and the Image",[]
500,VMS380S,Digital Cities: Representing the Past and Building the Future,[]
501,VMS380SA,Digital Cities and the Cartographic Imagination,[]
502,VMS390A,Duke-Administered Study Abroad: Advanced Special Topics in Visual Studies,[]
503,VMS391,Independent Study,[]
504,VMS392,Independent Study,[]
505,VMS393,Research Independent Study,[]
506,VMS394,Research Independent Study,[]
507,VMS395LS,Virtual Form and Space,[]
508,ARTHIST 455S,Curatorial Practicum: Exhibition Development and Design,[]
509,VMS433S,20th Century Latin American Photography,[]
510,ARTHIST490-1,Topics in Nineteenth Century European Art,[]
511,ARTHIST490-2,Topics in Twentieth Century Art (TOP),[]
512,ARTHIST490-3,Topics in Contemporary Art,[]
513,ARTHIST490-4,Topics in History of Photography,[]
514,ARTHIST490S,Special Topics,[]
515,ARTHIST491,Independent Study,[]
516,ARTHIST492,Independent Study,[]
517,ARTHIST493,Research Independent Study,[]
518,ARTHIST494,Research Independent Study,[]
519,ARTSVIS415S,Advanced Documentary Photography,[]
520,ARTSVIS425,Advanced Printmaking: Multi-Media Printmaking Studio,[]
521,ARTSVIS426,Advanced Printmaking: The Printed Installation,[]
522,ARTSVIS450S,Advanced Narrative Production,[]
523,ARTSVIS455,"Site, Situation, and Object: Sculpture and Architecture",[]
524,ARTSVIS460S,"Multimedia Documentary: Editing, Production, and Publication",[]
525,ARTSVIS490S,Special Topics in the Visual Arts,[]
526,ARTSVIS491,Independent Study,[]
527,ARTSVIS492,Independent Study,[]
528,ARTSVIS497S,Advanced Visual Practice,[]
529,ARTSVIS498S,Senior Capstone in Visual Practice,[]
530,VMS498,Bookmaking: The Hand Printed Book,[]
531,VMS506A,History of Netherlandish Art and Visual Culture in a European Context,[]
532,VMS 490S,Visualizing Cultures,[]
533,VMS412S,Cultures of New Media,[]
534,ARTSVIS415S,Advanced Documentary Photography,[]
535,VMS416S,Interethnic Intimacies: Production and Consumption,[]
536,VMS433S,20th Century Latin American Photography,[]
537,VMS435S,Soviet Life through the Camera's Lens,[]
538,VMS439,Queer China,[]
539,ARTSVIS460S,"Multimedia Documentary: Editing, Production, and Publication",[]
540,VMS470S,Advanced Documentary Filmmaking,[]
541,VMS490S,Special Topics in Visual and Media Studies,[]
542,VMS491,Independent Study,[]
543,VMS492,Independent Study,[]
544,VMS493,Research Independent Study,[]
545,VMS494,Research Independent Study,[]
546,ARTSVIS497S,Advanced Visual Practice,[]
547,VMS498,Bookmaking: The Hand Printed Book,[]
548,VMS499S,Senior Capstone in Visual & Media Studies,[]
549,VMS506A,History of Netherlandish Art and Visual Culture in a European Context,[]
550,ARTHIST501S,Greek Art and Society: Archaic To Classical,[]
551,ARTHIST502S,Greek Art and Society: Hellenistic,[]
552,ARTHIST506A,Taught in the Netherlands,[]
553,VMS507A,History of Netherlandish Art and Visual Culture in a European Context,[]
554,ARTHIST508S,Art and Markets,[]
555,ARTSVIS515S,Representing Architecture: Means and Methods,[]
556,VMS562,Technology and New Media: Academic Practice,[]
557,ARTHIST537S,Critical Studies in New Media,[]
558,ARTHIST538S,Museum Theory and Practice,[]
559,ARTHIST540S, Topics in Nineteenth-Century Art,[]
560,ARTHIST541S,The Symbolist Movement in the Arts & European Thought,[]
561,VMS569S,Information Archeology: Studies in the Nature of Information and Artifact in the Digital Environment,[]
562,ARTHIST543S,Methodology of Art History,[]
563,ARTHIST544S,Soviet Art after Stalin 1956-1991,[]
564,ARTHIST546S,The American Artist,[]
565,VMS551LS,Wired! New Representational Technologies,[]
566,ARTHIST554S,Harlem Renaissance,[]
567,VMS557S,"Trauma in Art, Literature, Film, and Visual Culture",[]
568,ARTHIST558S,Spatial Practices,[]
569,VMS570SL,Roman Topography: Urban Life and Cityscapes in Ancient Rome,[]
570,ARTHIST589S,Critical Animal Studies in Art and Visual Culture,[]
571,ARTHIST590S,Special Topics,[]
572,ARTHIST590S-01,Special Topics in Greek Art,[]
573,ARTHIST590S-10,Special Topics in Roman Archaeology,[]
574,ARTHIST590S-11,Special Topics in Greek Archaeology,[]
575,ARTHIST590S-2,Topics in Renaissance Studies,[]
576,ARTHIST590S-3,Topics in Romanesque and Gothic Art and Architecture,[]
577,ARTHIST590S-4,Topics in Italian Renaissance Art,[]
578,ARTHIST590S-5,Topics in African Art,[]
579,ARTHIST590S-6,Topics in Chinese Art,[]
580,ARTHIST590S-7,Topics in Japanese Art,[]
581,ARTHIST590S-8,Topics in Modern Art,[]
582,ARTHIST590S-9,Topics in Art since 1945,[]
583,ARTHIST630S,Phenomenology and Media,[]
584,VMS630S,Phenomenology and Media,[]
585,ARTHIST632S,"Whitehead, Bergson, James",[]
586,ARTSVIS510S,(Neosentience) Body as Electrochemical Computer,[]
587,ARTSVIS515S,Representing Architecture: Means and Methods,[]
588,ARTSVIS554S,Experimental Communities,[]
589,ARTSVIS556S,Poverty and the Visual,[]
590,ARTSVIS599,Bookmaking: The Hand Printed Book,[]
591,ARTSVIS630,The Ongoing Moment: Presentations of Time in Still and Moving Images,[]
592,ARTSVIS655S,The Photographic Portfolio,[]
593,ARTSVIS690S,Special Topics in the Visual Arts,[]
594,ARTSVIS693,Individual Research Independent Study,[]
595,ARTSVIS694,Individual Research Independent Study in the Visual Arts,[]
596,ARTSVIS515S,Representing Architecture: Means and Methods,[]
597,VMS580S,Historical and Cultural Visualization Proseminar 1,[]
598,VMS581S,Historical and Cultural Visualization Proseminar 2,[]
599,VMS 564S,Physical Computing,[]
600,VMS507A,History of Netherlandish Art and Visual Culture in a European Context,[]
601,ARTSVIS510S,(Neosentience) Body as Electrochemical Computer,[]
602,VMS512S,Performing Gender/Exhibiting Race,[]
603,VMS515S,Interethnic Intimacies: Production and Consumption,[]
604,VMS523S,Imaging a Nation: Japanese Visual Culture 1868-1945,[]
605,VMS524S,AfroFuturism,[]
606,VMS533S,Live Images: Ancient and Medieval Representations of the Divine,[]
607,VMS535S,Camera Asia,[]
608,VMS539S,Queen China,[]
609,VMS550S,Digital Humanities: Theory and Practice,[]
610,VMS551LS,Wired! New Representational Technologies,[]
611,VMS552,Citizen Godard,[]
612,VMS553S,From Caricature to Comic Strip,[]
613,ARTSVIS554S,Experimental Communities,[]
614,VMS555S,Black Visual Theory,[]
615,VMS556S,Latin American Modernism and Visual Culture,[]
616,VMS557S,"Trauma in Art, Literature, Film, and Visual Culture",[]
617,VMS559S,Urbanism,[]
618,VMS560S,Poverty of the Visual,[]
619,ARTHIST537S,Critical Studies in New Media,[]
620,VMS562,Technology and New Media: Academic Practice,[]
621,VMS563,Media and Democracy,[]
622,VMS565S,"New Media, Memory, and the Visual Archive",[]
623,VMS566S,How They Got Game: History and Culture of Interactive Simulations and Video Games,[]
624,ARTHIST508S,Art and Markets,[]
625,VMS569S,Information Archeology: Studies in the Nature of Information and Artifact in the Digital Environment,[]
626,ARTSVIS556S,Poverty and the Visual,[]
627,VMS570SL,Roman Topography: Urban Life and Cityscapes in Ancient Rome,[]
628,VMS575S,"Generative Media Authorship - Music, Text & Image",[]
629,VMS580S,Historical and Cultural Visualization Proseminar 1,[]
630,VMS581S,Historical and Cultural Visualization Proseminar 2,[]
631,VMS590,Special Topics in Visual and Media Studies,[]
632,VMS590S,Special Topics in Visual Studies,[]
633,VMS614S,Thinking Digital Cinema,[]
634,VMS615S,The #Selfie,[]
635,VMS621S,Black Performance Theory,[]
636,VMS625S,Comparative Media Studies,[]
637,ARTHIST630S,Phenomenology and Media,[]
638,VMS630S,Phenomenology and Media,[]
639,VMS631S,Seminar on Modern Chinese Cinema,[]
640,VMS632,Modern Chinese Cinema,[]
641,ARTHIST632S,"Whitehead, Bergson, James",[]
642,VMS660S,"Digital Places and Spaces: Mirror, Hybrid, and Virtual Worlds",[]
643,VMS662S,"Mapping Culture: Geographies of Space, Mind, and Power",[]
644,VMS691,Independent Study,[]
645,VMS692,Independent Study,[]
646,ARTHIST700S,Museum Studies,[]
647,ARTHIST701S,Critical Approaches to Exhibitions and Museums,[]
648,ARTHIST703S,Goya and David: Enlightenment and Unreason,[]
649,ARTHIST704S,Nationalism and Visual Culture Since 1789,[]
650,ARTHIST705S,Death and Burial in the Middle Ages: The Impact on Architecture and Sculpture,[]
651,ARTHIST706S,"Primitivism, Art, and Culture",[]
652,ARTHIST707S,British Modernism in the Early Twentieth Century,[]
653,ARTHIST708S,Cubism and Cultural Politics,[]
654,ARTHIST710S,Modernism and Cultural Politics,[]
655,ARTHIST711S,Art of the Courts in Thirteenth- and Fourteenth-Century Europe,[]
656,ARTHIST712S,"The Paris Salon: Artists, Critics, and Institutions 1815-1900",[]
657,ARTHIST713S,Jerusalem,[]
658,ARTHIST715S,Outsiders and Insiders,[]
659,ARTHIST716S,"Fascism East and West: The Visual Culture of Japan, Germany, and Italy",[]
660,ARTHIST717S,Art and Markets,[]
661,ARTHIST718S,History of Conceptual Art,[]
662,ARTHIST719S,"Fascism, Art, and Ideology",[]
663,ARTHIST720S,Art History and Representation,[]
664,ARTHIST721S,Spatial Practices,[]
665,ARTHIST722S,Curatorial Practices in a Global Context,[]
666,ARTHIST723S,Grant Writing and Prospectus,[]
667,ARTHIST743S,Anthropology of Media and Mediation,[]
668,ARTHIST782,"Art and Dissidence: Films of Tarkovsky, Kubrick, Kurosawa, and Lynch",[]
669,ARTHIST790,Topics in Art History,[]
670,ARTHIST790-1,Topics in Japanese Art,[]
671,ARTHIST791,Individual Research in Art History,[]
672,ARTHIST792,Individual Research in Art History,[]
673,ARTHIST844,Protestants and Pictures,[]
674,ARTHIST911,Religious Material Culture in Theory and Practice,[]
675,VMS719S,Russian Language and Culture Through Film II,[]
676,ARTHIST722S,Curatorial Practices in a Global Context,[]
677,ARTHIST743S,Anthropology of Media and Mediation,[]
678,VMS773S,Russian Language and Culture Through Film,[]
679,ARTHIST89S,First-Year Seminar,[]
680,ARTHIST 104.01,Exploring Art and Architecture,[]
681,ARTHIST101D,Introduction to the History of Art,[]
682,ARTHIST102D,Introduction to the History of Art,[]
683,ARTHIST121,Medieval Cultures,[]
684,ARTHIST152,Renaissance Cultures ,[]
685,ARTHIST185FS,The Languages of Art,[]
686,ARTHIST190A,Duke-Administered Study Abroad: Special Topics in Art History,[]
687,ARTHIST190FS,Topics in Art History,[]
688,ARTHIST190S,Special Topics in Art History,[]
689,ARTHIST197A," Visual Culture Outside the United States, I",[]
690,ARTHIST198A,"Visual Culture Outside the United States, II",[]
691,ARTHIST 290,Splendor of Renaissance Venice,[]
692,ARTHIST203,"Visualizing Cultural Dissent in Modernism, 1880-1945",[]
693,ARTHIST205,The Aegean Bronze Age,[]
694,ARTHIST206,Early Greek Archaeology: From the Fall of Mycenae to the Persian Wars,[]
695,ARTHIST207,"Classical Greek Archaeology, Archaic to Classical",[]
696,ARTHIST208,Art and Archaeology of Ancient Athens,[]
697,ARTHIST209A,Rome: History of the City,[]
698,ARTHIST210,The Art of Greece and Rome,[]
699,ARTHIST225,Gothic Cathedrals,[]
700,ARTHIST226,Medieval Architecture,[]
701,ARTHIST227,Eighteenth-Century Art and Architecture,[]
702,ARTHIST229,Contemporary Performance,[]
703,ARTHIST232,"Japanese Art, 1600 to the Present",[]
704,ARTHIST233,Japanese Print Culture,[]
705,ARTHIST238,Science Fiction Film,[]
706,ARTHIST250,Introduction to Modern Latin American Art and Visual Culture,[]
707,ARTHIST255,Art in Renaissance Italy,[]
708,ARTHIST255A,Renaissance and Baroque Art History,[]
709,ARTHIST256,Art in Spain During the Golden Age,[]
710,ARTHIST258FS,Renaissance Architecture in Italy: Brunelleschi to Michelangelo,[]
711,ARTHIST259,Michelangelo in Context,[]
712,ARTHIST260,French Art and Visual Culture in the Early Modern Period,[]
713,ARTHIST261,The Contemporary Art Market,[]
714,ARTHIST278,European Art 1760-1850,[]
715,ARTHIST279,European Art 1850-1900,[]
716,ARTHIST280,European Art 1900-1945,[]
717,ARTHIST282S,"Painting Russia Red: Early Soviet Culture, 1917-1934",[]
718,ARTHIST283,African American Art,[]
719,ARTHIST285,Modern Architecture,[]
720,ARTHIST285D,Modern Architecture,[]
721,ARTHIST286D,Contemporary Architecture,[]
722,ARTHIST287,Russian Art and Politics: 1800-Present,[]
723,ARTHIST287FS,Russian Art and Politics,[]
724,ARTHIST288,Dada and Surrealism,[]
725,ARTHIST289S,Soviet Art after Stalin: 1956-1991,[]
726,ARTHIST290,Special Topics in Art History,[]
727,ARTHIST290-1,Topics in Medieval Art and Architecture,[]
728,ARTHIST290A-1,Topics in Italian Art and Architecture,[]
729,ARTHIST291,Independent Study,[]
730,ARTHIST292,Independent Study,[]
731,ARTHIST293,Research Independent Study,[]
732,ARTHIST294,Research Independent Study,[]
733,ARTHIST295,Chinese Art 1900 to Present,[]
734,ARTHIST296A,"Berlin: Architecture, Art and the City, 1871-Present",[]
735,ARTHIST297A,"Art and Architecture of Berlin, Fifteenth to the Twentieth Century",[]
736,ARTHIST298,History of Impressionism,[]
737,ARTHIST260,French Art and Visual Culture in the Early Modern Period,[]
738,ARTHIST301,English Art 1740-1850: Hogarth to the Pre-Raphaelites,[]
739,ARTHIST302,French Art 1780-1850,[]
740,ARTHIST304,Cubism and Culture,[]
741,ARTSVIS305L,Virtual Museums: Theories and Methods of 21st Century Museums,[]
742,ARTHIST310,Museum Internship,[]
743,ARTHIST311,"Museum Internship, Part 2",[]
744,ARTHIST337,Netherlandish Art and Visual Culture in the Seventeenth and Eighteenth Centuries,[]
745,ARTHIST340S,Classical Sculpture,[]
746,ARTHIST378,Chinese Buddhist Art,[]
747,ARTHIST379,"Art, Architecture, and Masquerade in Africa",[]
748,ARTHIST381D,Global Art Since 1945,[]
749,ARTHIST383,The Black Atlantic,[]
750,ARTHIST384,Art of the United States,[]
751,ARTHIST390,Special Topics in Art History,[]
752,ARTHIST390-1,Topics in Renaissance Art,[]
753,ARTHIST390A,Duke-Administered Study Abroad: Advanced Special Topics in Art History,[]
754,ARTHIST390S,Special Topics in Art History,[]
755,ARTHIST390SL,Special Topics in Art History and Digital Visualization,[]
756,ARTSVIS305L,Virtual Museums: Theories and Methods of 21st Century Museums,[]
757,ARTSVIS305L,Virtual Museums: Theories and Methods of 21st Century Museums,[]
758,ARTHIST 455S,Curatorial Practicum: Exhibition Development and Design,[]
759,ARTHIST490-1,Topics in Nineteenth Century European Art,[]
760,ARTHIST490-2,Topics in Twentieth Century Art (TOP),[]
761,ARTHIST490-3,Topics in Contemporary Art,[]
762,ARTHIST490-4,Topics in History of Photography,[]
763,ARTHIST490S,Special Topics,[]
764,ARTHIST491,Independent Study,[]
765,ARTHIST492,Independent Study,[]
766,ARTHIST494,Research Independent Study,[]
767,ARTHIST501S,Greek Art and Society: Archaic To Classical,[]
768,ARTHIST502S,Greek Art and Society: Hellenistic,[]
769,ARTHIST506A,Taught in the Netherlands,[]
770,ARTHIST508S,Art and Markets,[]
771,ARTSVIS515S,Representing Architecture: Means and Methods,[]
772,ARTHIST537S,Critical Studies in New Media,[]
773,ARTHIST538S,Museum Theory and Practice,[]
774,ARTHIST540S, Topics in Nineteenth-Century Art,[]
775,ARTHIST541S,The Symbolist Movement in the Arts & European Thought,[]
776,ARTHIST543S,Methodology of Art History,[]
777,ARTHIST544S,Soviet Art after Stalin 1956-1991,[]
778,ARTHIST546S,The American Artist,[]
779,ARTHIST554S,Harlem Renaissance,[]
780,ARTHIST558S,Spatial Practices,[]
781,ARTHIST589S,Critical Animal Studies in Art and Visual Culture,[]
782,ARTHIST590S,Special Topics,[]
783,ARTHIST590S-01,Special Topics in Greek Art,[]
784,ARTHIST590S-10,Special Topics in Roman Archaeology,[]
785,ARTHIST590S-11,Special Topics in Greek Archaeology,[]
786,ARTHIST590S-2,Topics in Renaissance Studies,[]
787,ARTHIST590S-3,Topics in Romanesque and Gothic Art and Architecture,[]
788,ARTHIST590S-4,Topics in Italian Renaissance Art,[]
789,ARTHIST590S-5,Topics in African Art,[]
790,ARTHIST590S-6,Topics in Chinese Art,[]
791,ARTHIST590S-7,Topics in Japanese Art,[]
792,ARTHIST590S-8,Topics in Modern Art,[]
793,ARTHIST590S-9,Topics in Art since 1945,[]
